candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0761,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0762,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0770,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0771,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0774,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0780,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0781,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0782,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0783,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0785,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0787,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0788,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0791,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0793,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0794,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0797,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0798,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0800,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0808,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0811,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0812,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0816,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0825,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0826,exclude_title_abstract,Available title/abstract indicates adjacent software-engineering work without a direct review signal.,Codex-assisted preliminary screen,2026-08-06
POOL-0827,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
