candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0595,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0596,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0606,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0607,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0617,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0618,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0623,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0625,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0630,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0632,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0633,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0634,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0637,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0638,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0642,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0643,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0651,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0652,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0654,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0659,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0666,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0671,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0674,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0681,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0682,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0683,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0684,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
POOL-0685,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
