candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0195,uncertain,"Vibe-coding bug investigation may provide review evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0196,include_full_text_candidate,"Directly presents specification-grounded LLM code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0197,exclude_title_abstract,"Role-aware code generation without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0198,exclude_title_abstract,"Broad role of generative AI in software development without code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0199,exclude_title_abstract,"Academic peer-review text detection, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0200,exclude_title_abstract,"Human and AI paper reviews, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0201,include_full_text_candidate,"Directly mines and analyzes code-review activity across platforms.",Codex-assisted preliminary screen,2026-08-06
POOL-0202,include_full_text_candidate,"Directly studies LLM-assisted code-review workflows.",Codex-assisted preliminary screen,2026-08-06
POOL-0203,uncertain,"Adaptive code analysis may support review but the code-review scope is unclear.",Codex-assisted preliminary screen,2026-08-06
POOL-0204,exclude_title_abstract,"Peer review and rebuttal dataset for scientific papers, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0205,exclude_title_abstract,"Program repair-agent refinement without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0206,exclude_title_abstract,"Submission reporting checklist generation, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0207,uncertain,"Enterprise software-development agents may contain review evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
