candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0351,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0352,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0353,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0354,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0355,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0356,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0357,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0358,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0359,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0360,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0361,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0362,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0363,include_full_text_candidate,Title/abstract contains a direct software code-review signal; verify eligibility in full text.,Codex-assisted preliminary screen,2026-08-06
POOL-0364,uncertain,The available metadata are insufficient for a reliable eligibility decision.,Codex-assisted preliminary screen,2026-08-06
