candidate_id,title_abstract_decision,decision_rationale,screening_reviewer,screening_date
POOL-0076,exclude_title_abstract,"General code analysis and automated testing for power-grid software; review focus unclear and not indicated.",Codex-assisted preliminary screen,2026-08-06
POOL-0077,include_full_text_candidate,"Directly studies static analysis integration for automated code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0078,include_full_text_candidate,"Addresses code hallucination and review-related reliability concerns.",Codex-assisted preliminary screen,2026-08-06
POOL-0079,include_full_text_candidate,"Directly studies improving LLM-based Go code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0080,exclude_title_abstract,"Code generation evaluation via small language model judge, without review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0081,exclude_title_abstract,"Academic peer-review opinions, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0082,include_full_text_candidate,"Directly studies how agent-authored pull requests are handled in practice.",Codex-assisted preliminary screen,2026-08-06
POOL-0083,uncertain,"Toxicity classification in code-related comments may support review taxonomy; full text is needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0084,include_full_text_candidate,"Directly studies hallucination detection in code-review automation.",Codex-assisted preliminary screen,2026-08-06
POOL-0085,include_full_text_candidate,"Directly studies prompting effects on LLM code-review quality and evaluation.",Codex-assisted preliminary screen,2026-08-06
POOL-0086,uncertain,"Project-based software-engineering education may include review evidence but is not clearly review-focused.",Codex-assisted preliminary screen,2026-08-06
POOL-0087,exclude_title_abstract,"Formally verified firmware pipeline without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0088,include_full_text_candidate,"Directly compares human-centric and agentic code review quality.",Codex-assisted preliminary screen,2026-08-06
POOL-0089,include_full_text_candidate,"Directly studies persona-aware code-review explanations.",Codex-assisted preliminary screen,2026-08-06
POOL-0090,include_full_text_candidate,"Directly proposes auditable AI systems evolving from code review to specification contracts.",Codex-assisted preliminary screen,2026-08-06
POOL-0091,uncertain,"Code-review-guided fuzzing is adjacent and requires full-text eligibility verification.",Codex-assisted preliminary screen,2026-08-06
POOL-0092,include_full_text_candidate,"Directly studies fine-tuning for automated code-review feedback.",Codex-assisted preliminary screen,2026-08-06
POOL-0093,uncertain,"Decision framework for code generation may contain review evidence but is not clearly review-focused.",Codex-assisted preliminary screen,2026-08-06
POOL-0094,exclude_title_abstract,"Open peer-review dataset for research papers, not software code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0095,exclude_title_abstract,"Test amplification in Solidity without a code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0096,uncertain,"Broad software-engineering practice comparison; code-review relevance requires full text.",Codex-assisted preliminary screen,2026-08-06
POOL-0097,uncertain,"Broad evaluation of software-engineering tools; code-review subset is unclear.",Codex-assisted preliminary screen,2026-08-06
POOL-0098,include_full_text_candidate,"Directly evaluates explainable AI effects on trust in AI-assisted code review.",Codex-assisted preliminary screen,2026-08-06
POOL-0099,exclude_title_abstract,"General LLM-generated-code evaluation without an indicated code-review focus.",Codex-assisted preliminary screen,2026-08-06
POOL-0100,uncertain,"Governance roadmap for AI-driven software engineering may contain review evidence; full text needed.",Codex-assisted preliminary screen,2026-08-06
POOL-0101,include_full_text_candidate,"Directly addresses generative AI for secure code review and threat modeling.",Codex-assisted preliminary screen,2026-08-06
POOL-0102,exclude_title_abstract,"Student AI use in introductory computing education, not code review.",Codex-assisted preliminary screen,2026-08-06
