candidate_id,arxiv_id,title,source,pdf_url,target_path,acquisition_status,full_text_decision,full_text_reason
ARXIV-0074,2603.25773v1,The Specification as Quality Gate: Three Hypotheses on AI-Assisted Code Review,arXiv,https://arxiv.org/pdf/2603.25773v1,papers/candidates/pdfs/ARXIV-0074_2603.25773.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0075,2603.24359v1,Gendered Prompting and LLM Code Review: How Gender Cues in the Prompt Shape Code Quality and Evaluation,arXiv,https://arxiv.org/pdf/2603.24359v1,papers/candidates/pdfs/ARXIV-0075_2603.24359.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0079,2603.16107v1,RepoReviewer: A Local-First Multi-Agent Architecture for Repository-Level Code Review,arXiv,https://arxiv.org/pdf/2603.16107v1,papers/candidates/pdfs/ARXIV-0079_2603.16107.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0087,2603.01896v2,Agentic Code Reasoning,arXiv,https://arxiv.org/pdf/2603.01896v2,papers/candidates/pdfs/ARXIV-0087_2603.01896.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0088,2603.00821v1,"Taking a Closer Look at Warnings Generated by PMD and SonarQube, their Rules and Compliance to Established Coding Standards",arXiv,https://arxiv.org/pdf/2603.00821v1,papers/candidates/pdfs/ARXIV-0088_2603.00821.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0090,2602.23047v3,CL4SE: Benchmarking Context Learning on Software Engineering,arXiv,https://arxiv.org/pdf/2602.23047v3,papers/candidates/pdfs/ARXIV-0090_2602.23047.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0093,2602.11925v1,Studying Quality Improvements Recommended via Manual and Automated Code Review,arXiv,https://arxiv.org/pdf/2602.11925v1,papers/candidates/pdfs/ARXIV-0093_2602.11925.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0095,2602.10487v1,Following Dragons: Code Review-Guided Fuzzing,arXiv,https://arxiv.org/pdf/2602.10487v1,papers/candidates/pdfs/ARXIV-0095_2602.10487.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0096,2602.09774v1,QRS: A Rule-Synthesizing Neuro-Symbolic Triad for Autonomous Vulnerability Discovery,arXiv,https://arxiv.org/pdf/2602.09774v1,papers/candidates/pdfs/ARXIV-0096_2602.09774.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0098,2602.05270v2,PatchGuru: Patch Oracle Inference from Natural Language Artifacts,arXiv,https://arxiv.org/pdf/2602.05270v2,papers/candidates/pdfs/ARXIV-0098_2602.05270.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0100,2602.02262v3,OmniCode: A Benchmark for Evaluating Software Engineering Agents,arXiv,https://arxiv.org/pdf/2602.02262v3,papers/candidates/pdfs/ARXIV-0100_2602.02262.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0101,2602.01655v2,ProjDevBench: Benchmarking AI Coding Agents on End-to-End Project Development,arXiv,https://arxiv.org/pdf/2602.01655v2,papers/candidates/pdfs/ARXIV-0101_2602.01655.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0102,2601.19494v3,AACR-Bench: Evaluating Automatic Code Review with Holistic Repository-Level Context,arXiv,https://arxiv.org/pdf/2601.19494v3,papers/candidates/pdfs/ARXIV-0102_2601.19494.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0103,2601.19287v1,Understanding Dominant Themes in Reviewing Agentic AI-authored Code,arXiv,https://arxiv.org/pdf/2601.19287v1,papers/candidates/pdfs/ARXIV-0103_2601.19287.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0104,2601.19138v1,AgenticSCR: An Autonomous Agentic Secure Code Review for Immature Vulnerabilities Detection,arXiv,https://arxiv.org/pdf/2601.19138v1,papers/candidates/pdfs/ARXIV-0104_2601.19138.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0106,2601.18844v1,Reducing False Positives in Static Bug Detection with LLMs: An Empirical Study in Industry,arXiv,https://arxiv.org/pdf/2601.18844v1,papers/candidates/pdfs/ARXIV-0106_2601.18844.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0107,2601.14936v1,LLM-Based Repair of C++ Implicit Data Loss Compiler Warnings: An Industrial Case Study,arXiv,https://arxiv.org/pdf/2601.14936v1,papers/candidates/pdfs/ARXIV-0107_2601.14936.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0108,2601.14470v1,Tokenomics: Quantifying Where Tokens Are Used in Agentic Software Engineering,arXiv,https://arxiv.org/pdf/2601.14470v1,papers/candidates/pdfs/ARXIV-0108_2601.14470.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0112,2601.04252v1,Sphinx: Benchmarking and Modeling for LLM-Driven Pull Request Review,arXiv,https://arxiv.org/pdf/2601.04252v1,papers/candidates/pdfs/ARXIV-0112_2601.04252.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0120,2512.05309v1,"Engagement in Code Review: Emotional, Behavioral, and Cognitive Dimensions in Peer vs. LLM Interactions",arXiv,https://arxiv.org/pdf/2512.05309v1,papers/candidates/pdfs/ARXIV-0120_2512.05309.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0122,2511.09223v1,AILINKPREVIEWER: Enhancing Code Reviews with LLM-Powered Link Previews,arXiv,https://arxiv.org/pdf/2511.09223v1,papers/candidates/pdfs/ARXIV-0122_2511.09223.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0124,2511.05302v2,When More Retrieval Hurts: Retrieval-Augmented Code Review Generation,arXiv,https://arxiv.org/pdf/2511.05302v2,papers/candidates/pdfs/ARXIV-0124_2511.05302.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0126,2511.00517v1,Issue-Oriented Agent-Based Framework for Automated Review Comment Generation,arXiv,https://arxiv.org/pdf/2511.00517v1,papers/candidates/pdfs/ARXIV-0126_2511.00517.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0128,2510.26457v1,SecureReviewer: Enhancing Large Language Models for Secure Code Review through Secure-aware Fine-tuning,arXiv,https://arxiv.org/pdf/2510.26457v1,papers/candidates/pdfs/ARXIV-0128_2510.26457.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0131,2510.15512v1,Enhancing Code Review through Fuzzing and Likely Invariants,arXiv,https://arxiv.org/pdf/2510.15512v1,papers/candidates/pdfs/ARXIV-0131_2510.15512.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0133,2510.10290v1,Grounded AI for Code Review: Resource-Efficient Large-Model Serving in Enterprise Pipelines,arXiv,https://arxiv.org/pdf/2510.10290v1,papers/candidates/pdfs/ARXIV-0133_2510.10290.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0135,2510.05450v1,What Types of Code Review Comments Do Developers Most Frequently Resolve?,arXiv,https://arxiv.org/pdf/2510.05450v1,papers/candidates/pdfs/ARXIV-0135_2510.05450.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0136,2510.04796v1,RevMine: An LLM-Assisted Tool for Code Review Mining and Analysis Across Git Platforms,arXiv,https://arxiv.org/pdf/2510.04796v1,papers/candidates/pdfs/ARXIV-0136_2510.04796.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0138,2510.02634v1,Automatic Building Code Review: A Case Study,arXiv,https://arxiv.org/pdf/2510.02634v1,papers/candidates/pdfs/ARXIV-0138_2510.02634.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0139,2509.26546v2,Towards Verified Code Reasoning by LLMs,arXiv,https://arxiv.org/pdf/2509.26546v2,papers/candidates/pdfs/ARXIV-0139_2509.26546.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0140,2509.21170v1,Fine-Tuning LLMs to Analyze Multiple Dimensions of Code Review: A Maximum Entropy Regulated Long Chain-of-Thought Approach,arXiv,https://arxiv.org/pdf/2509.21170v1,papers/candidates/pdfs/ARXIV-0140_2509.21170.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0141,2509.14856v3,CodeFuse-CR-Bench: A Comprehensiveness-aware Benchmark for End-to-End Code Review Evaluation in Python Projects,arXiv,https://arxiv.org/pdf/2509.14856v3,papers/candidates/pdfs/ARXIV-0141_2509.14856.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0145,2509.09714v1,How Small Transformation Expose the Weakness of Semantic Similarity Measures,arXiv,https://arxiv.org/pdf/2509.09714v1,papers/candidates/pdfs/ARXIV-0145_2509.09714.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0146,2509.04810v1,Code Review Without Borders: Evaluating Synthetic vs. Real Data for Review Recommendation,arXiv,https://arxiv.org/pdf/2509.04810v1,papers/candidates/pdfs/ARXIV-0146_2509.04810.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0147,2509.01494v2,SWR-Bench: Assessing LLM Performance in Real-World Code Review Comment Generation,arXiv,https://arxiv.org/pdf/2509.01494v2,papers/candidates/pdfs/ARXIV-0147_2509.01494.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0148,2508.18771v2,Does AI Code Review Lead to Code Changes? A Case Study of GitHub Actions,arXiv,https://arxiv.org/pdf/2508.18771v2,papers/candidates/pdfs/ARXIV-0148_2508.18771.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0150,2508.17161v1,What Developers Ask to ChatGPT in GitHub Pull Requests? an Exploratory Study,arXiv,https://arxiv.org/pdf/2508.17161v1,papers/candidates/pdfs/ARXIV-0150_2508.17161.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0152,2508.12358v1,Uncovering Systematic Failures of LLMs in Verifying Code Against Natural Language Specifications,arXiv,https://arxiv.org/pdf/2508.12358v1,papers/candidates/pdfs/ARXIV-0152_2508.12358.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0153,2508.11717v1,WIP: Leveraging LLMs for Enforcing Design Principles in Student Code: Analysis of Prompting Strategies and RAG,arXiv,https://arxiv.org/pdf/2508.11717v1,papers/candidates/pdfs/ARXIV-0153_2508.11717.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0154,2508.11034v2,The Impact of Large Language Models (LLMs) on Code Review Process,arXiv,https://arxiv.org/pdf/2508.11034v2,papers/candidates/pdfs/ARXIV-0154_2508.11034.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0157,2508.08661v1,Hallucinations in Code Change to Natural Language Generation: Prevalence and Evaluation of Detection Metrics,arXiv,https://arxiv.org/pdf/2508.08661v1,papers/candidates/pdfs/ARXIV-0157_2508.08661.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0159,2508.02732v1,A Note on Code Quality Score: LLMs for Maintainable Large Codebases,arXiv,https://arxiv.org/pdf/2508.02732v1,papers/candidates/pdfs/ARXIV-0159_2508.02732.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0160,2507.23640v1,An Empirical Study on the Amount of Changes Required for Merge Request Acceptance,arXiv,https://arxiv.org/pdf/2507.23640v1,papers/candidates/pdfs/ARXIV-0160_2507.23640.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0163,2507.19271v2,Fine-Tuning Multilingual Language Models for Code Review: An Empirical Study on Industrial C# Projects,arXiv,https://arxiv.org/pdf/2507.19271v2,papers/candidates/pdfs/ARXIV-0163_2507.19271.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0164,2507.19115v2,Automated Code Review Using Large Language Models at Ericsson: An Experience Report,arXiv,https://arxiv.org/pdf/2507.19115v2,papers/candidates/pdfs/ARXIV-0164_2507.19115.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0165,2507.18476v1,Automated Code Review Using Large Language Models with Symbolic Reasoning,arXiv,https://arxiv.org/pdf/2507.18476v1,papers/candidates/pdfs/ARXIV-0165_2507.18476.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0168,2507.09637v1,Code Review as Decision-Making -- Building a Cognitive Model from the Questions Asked During Code Review,arXiv,https://arxiv.org/pdf/2507.09637v1,papers/candidates/pdfs/ARXIV-0168_2507.09637.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0169,2507.05289v2,Measuring how changes in code readability attributes affect code quality evaluation by Large Language Models,arXiv,https://arxiv.org/pdf/2507.05289v2,papers/candidates/pdfs/ARXIV-0169_2507.05289.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0171,2506.00296v1,CRScore++: Reinforcement Learning with Verifiable Tool and AI Feedback for Code Review,arXiv,https://arxiv.org/pdf/2506.00296v1,papers/candidates/pdfs/ARXIV-0171_2506.00296.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0173,2505.20206v1,Evaluating Large Language Models for Code Review,arXiv,https://arxiv.org/pdf/2505.20206v1,papers/candidates/pdfs/ARXIV-0173_2505.20206.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0176,2505.17928v2,Towards Practical Defect-Focused Automated Code Review,arXiv,https://arxiv.org/pdf/2505.17928v2,papers/candidates/pdfs/ARXIV-0176_2505.17928.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0177,2505.16339v1,Rethinking Code Review Workflows with LLM Assistance: An Empirical Study,arXiv,https://arxiv.org/pdf/2505.16339v1,papers/candidates/pdfs/ARXIV-0177_2505.16339.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0181,2504.20673v1,CoCo-Bench: A Comprehensive Code Benchmark For Multi-task Large Language Model Evaluation,arXiv,https://arxiv.org/pdf/2504.20673v1,papers/candidates/pdfs/ARXIV-0181_2504.20673.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0182,2504.16310v1,Improving Automated Secure Code Reviews: A Synthetic Dataset for Code Vulnerability Flaws,arXiv,https://arxiv.org/pdf/2504.16310v1,papers/candidates/pdfs/ARXIV-0182_2504.16310.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0184,2503.21455v1,Code Review Comprehension: Reviewing Strategies Seen Through Code Comprehension Theories,arXiv,https://arxiv.org/pdf/2503.21455v1,papers/candidates/pdfs/ARXIV-0184_2503.21455.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0185,2503.17302v1,Bugdar: AI-Augmented Secure Code Review for GitHub Pull Requests,arXiv,https://arxiv.org/pdf/2503.17302v1,papers/candidates/pdfs/ARXIV-0185_2503.17302.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0189,2503.05992v2,Psycholinguistic Analyses in Software Engineering Text: A Systematic Literature Review,arXiv,https://arxiv.org/pdf/2503.05992v2,papers/candidates/pdfs/ARXIV-0189_2503.05992.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0190,2502.20747v1,Measuring Determinism in Large Language Models for Software Code Review,arXiv,https://arxiv.org/pdf/2502.20747v1,papers/candidates/pdfs/ARXIV-0190_2502.20747.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0191,2502.15963v1,Accountability in Code Review: The Role of Intrinsic Drivers and the Impact of LLMs,arXiv,https://arxiv.org/pdf/2502.15963v1,papers/candidates/pdfs/ARXIV-0191_2502.15963.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0199,2412.20340v2,Distilling Desired Comments for Enhanced Code Review with Large Language Models,arXiv,https://arxiv.org/pdf/2412.20340v2,papers/candidates/pdfs/ARXIV-0199_2412.20340.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0202,2412.15676v1,Code Review Automation Via Multi-task Federated LLM -- An Empirical Study,arXiv,https://arxiv.org/pdf/2412.15676v1,papers/candidates/pdfs/ARXIV-0202_2412.15676.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
ARXIV-0204,2412.13133v3,Analyzing Toxicity in Open Source Software Communications Using Psycholinguistics and Moral Foundations Theory,arXiv,https://arxiv.org/pdf/2412.13133v3,papers/candidates/pdfs/ARXIV-0204_2412.13133.pdf,downloaded,pending,Local PDF exists; acquisition synchronized from filesystem.
